iter	RMSE
389	2546.228198
390	2545.628667
391	2544.869742
392	2544.340439
393	2543.815008
394	2542.722955
395	2542.265435
396	2541.643275
397	2541.228684
398	2539.827963
399	2539.346662
400	2538.215469
401	2536.997872
402	2536.409466
403	2535.878113
404	2535.241182
405	2534.725953
406	2534.342329
407	2534.034794
408	2533.310407
409	2532.666338
410	2531.388619
411	2530.024846
412	2529.575529
413	2529.128426
414	2528.095073
415	2527.413978
416	2527.197925
417	2525.157558
418	2524.229907
419	2523.719159
420	2523.178894
421	2522.649298
422	2522.098478
423	2520.718163
424	2520.263682
425	2519.533497
426	2518.698856
427	2517.747364
428	2517.272065
429	2515.854337
430	2515.467595
431	2514.997821
432	2514.553378
433	2513.855146
434	2513.034974
435	2512.598719
436	2511.84033
437	2511.47536
438	2510.040691
439	2509.636082
440	2508.844436
441	2508.274928
442	2507.070822
443	2505.933473
444	2505.489653
445	2504.569021
446	2503.77646
447	2503.144087
448	2502.187877
449	2501.580307
450	2501.265955
451	2500.824479
452	2500.424301
453	2500.153973
454	2499.61105
455	2499.275611
456	2498.644562
457	2497.540121
458	2496.491139
459	2495.882499
460	2495.39502
461	2494.085485
462	2493.744268
463	2492.990548
464	2492.536179
465	2492.180867
466	2491.296164
467	2490.818058
468	2490.218429
469	2489.496903
470	2489.024247
471	2488.656747
472	2488.216915
473	2487.639117
474	2486.951723
475	2486.209298
476	2485.950998
477	2485.266229
478	2484.986735
479	2484.459186
480	2483.49027
481	2482.296925
482	2481.218024
483	2480.210825
484	2479.573457
485	2478.998643
486	2478.369766
487	2477.217051
488	2476.886362
489	2476.47352
490	2476.016822
491	2475.474176
492	2475.102481
493	2474.568701
494	2474.186848
495	2472.609779
496	2471.938914
497	2471.356783
498	2471.111506
499	2470.673295
500	2469.645008
501	2469.010319
502	2468.213769
503	2467.886122
504	2467.580593
505	2466.944239
506	2466.225095
507	2465.906305
508	2465.622467
509	2465.126157
510	2464.607569
511	2464.299084
512	2464.022043
513	2463.797156
514	2463.397067
515	2462.724722
516	2462.305759
517	2461.838029
518	2461.539632
519	2461.102871
520	2460.482534
521	2459.852517
522	2458.876727
523	2458.376413
524	2457.994846
525	2457.306177
526	2456.923771
527	2456.142328
528	2455.890164
529	2455.289927
530	2454.607761
531	2453.643044
532	2453.283826
533	2452.615291
534	2452.115685
535	2451.735925
536	2451.202097
537	2450.70283
538	2450.27361
539	2449.560618
540	2448.80195
541	2448.004335
542	2447.473469
543	2446.781047
544	2446.123465
545	2445.572781
546	2445.087015
547	2444.548014
548	2443.792425
549	2443.375408
550	2442.465307
551	2441.919957
552	2441.533588
553	2441.19147
554	2440.296831
555	2439.824261
556	2439.090778
557	2438.47487
558	2438.000246
559	2437.746739
560	2436.879679
561	2436.436735
562	2435.986043
563	2435.507824
564	2434.660652
565	2433.682391
566	2433.116235
567	2432.699098
568	2432.244458
569	2431.918639
570	2431.316804
571	2430.537444
572	2429.823412
573	2428.629857
574	2428.332013
575	2427.95803
576	2427.559997
577	2427.110799
578	2426.771773
579	2426.32278
580	2425.517984
581	2424.925678
582	2423.696923
583	2423.06724
584	2422.699909
585	2422.37579
586	2421.965022
587	2421.606888
588	2421.178412
589	2420.873218
590	2420.543842
591	2420.139068
592	2419.760404
593	2419.323374
594	2418.985141
595	2418.333769
596	2418.001904
597	2417.62037
598	2417.027061
599	2416.643023
600	2416.353015
601	2415.980176
602	2415.414911
603	2415.135113
604	2414.67233
605	2414.332805
606	2413.364379
607	2412.831651
608	2412.513155
609	2412.09876
610	2411.665541
611	2410.984507
612	2410.491698
613	2410.168379
614	2409.771765
615	2409.443946
616	2408.875359
617	2408.143559
618	2407.638215
619	2407.250977
620	2406.863573
621	2406.158646
622	2405.409685
623	2404.960368
624	2404.105708
625	2403.632288
626	2403.358449
627	2403.02376
628	2402.363032
629	2401.897377
630	2401.522902
631	2400.688249
632	2400.470644
633	2400.076238
634	2398.967622
635	2398.660681
636	2398.397526
637	2397.921718
638	2397.613811
639	2397.329843
640	2396.876204
641	2396.557019
642	2396.3213
643	2395.850998
644	2395.591774
645	2395.267012
646	2394.802382
647	2394.494751
648	2394.258129
649	2393.902136
650	2393.196172
651	2392.908708
652	2392.590462
653	2391.8221
654	2391.396992
655	2390.738077
656	2390.323987
657	2390.109039
658	2389.74626
659	2389.186616
660	2388.862774
661	2388.154473
662	2387.758701
663	2387.452163
664	2386.668127
665	2386.403516
666	2386.208432
667	2385.737004
668	2385.388843
669	2384.780258
670	2384.541631
671	2383.903552
672	2383.512762
673	2382.839691
674	2382.22283
675	2381.584969
676	2380.933019
677	2380.320784
678	2379.848661
679	2379.519795
680	2379.222171
681	2378.979263
682	2378.56578
683	2378.123067
684	2377.551503
685	2377.18851
686	2376.814143
687	2376.161671
688	2375.85636
689	2375.321314
690	2374.880245
691	2374.232487
692	2373.82189
693	2373.434044
694	2372.798875
695	2372.385541
696	2372.074593
697	2371.295474
698	2371.082277
699	2370.769991
700	2370.316826
701	2369.851126
702	2369.444819
703	2369.137014
704	2368.622102
705	2368.027313
706	2367.70231
707	2367.181327
708	2366.596952
709	2366.37583
710	2366.15455
711	2365.594075
712	2365.219836
713	2364.696606
714	2364.254356
715	2363.916394
716	2363.578154
717	2363.415597
718	2363.025199
719	2362.638606
720	2362.293207
721	2361.902194
722	2361.479397
723	2361.301067
724	2361.152806
725	2360.782225
726	2360.555012
727	2360.096546
728	2359.725852
729	2359.502067
730	2359.128996
731	2358.606481
732	2358.304746
733	2358.088515
734	2357.118886
735	2356.537447
736	2356.152194
737	2355.840831
738	2355.439249
739	2355.051531
740	2354.827092
741	2354.566216
742	2354.298944
743	2353.989454
744	2353.409579
745	2353.119352
746	2352.975882
747	2352.582434
748	2352.028859
749	2351.730618
750	2351.415864
751	2351.070318
752	2350.637273
753	2350.451472
754	2350.082153
755	2349.562144
756	2349.255507
757	2348.650395
758	2347.990265
759	2347.846943
760	2347.526752
761	2346.637363
762	2346.404084
763	2345.691066
764	2345.229554
765	2344.945507
766	2344.63478
767	2344.389079
768	2343.984906
769	2343.725878
770	2343.410783
771	2343.065499
772	2342.591566
773	2341.921412
774	2341.638646
775	2340.983881
776	2340.496211
777	2340.064949
778	2339.845904
779	2339.53731
780	2339.206618
781	2338.838761
782	2338.00658
783	2337.674551
784	2337.257272
785	2336.954351
786	2336.630377
787	2336.23075
788	2335.854677
789	2335.516555
790	2335.082435
791	2334.668227
792	2334.058084
793	2333.845868
794	2333.569608
795	2333.030649
796	2332.722838
797	2332.29785
798	2331.866722
799	2331.411901
800	2330.69251
801	2330.153657
802	2329.783568
803	2329.427615
804	2329.143238
805	2328.689341
806	2328.283817
807	2327.952515
808	2327.691907
809	2327.432443
810	2326.921133
811	2326.599141
812	2326.389225
813	2325.833162
814	2325.560169
815	2325.318795
816	2325.047564
817	2324.761091
818	2324.513209
819	2324.151343
820	2323.605394
821	2323.302717
822	2322.811769
823	2322.533248
824	2322.337931
825	2321.8126
826	2321.724865
827	2321.616926
828	2320.862351
829	2320.586858
830	2320.042348
831	2319.500734
832	2319.099606
833	2318.787529
834	2318.1973
835	2317.535114
836	2317.309972
837	2316.827229
838	2316.450813
839	2316.033016
840	2315.654696
841	2315.215096
842	2314.948497
843	2314.802715
844	2314.331387
845	2313.999885
846	2313.661874
847	2313.451599
848	2312.969152
849	2312.749093
850	2312.561575
851	2312.30636
852	2312.017343
853	2311.786147
854	2311.523852
855	2311.334479
856	2310.676698
857	2310.33894
858	2309.895403
859	2309.609844
860	2309.121033
861	2308.849907
862	2308.561672
863	2308.319162
864	2307.742099
865	2307.13232
866	2306.796498
867	2306.256945
868	2305.812676
869	2305.561217
870	2305.274102
871	2305.057945
872	2304.865348
873	2304.443993
874	2304.201717
875	2303.954174
876	2303.52235
877	2302.858629
878	2302.634138
879	2302.143568
880	2301.594892
881	2301.364319
882	2300.853781
883	2300.595771
884	2300.076569
885	2299.613756
886	2299.350272
887	2299.158232
888	2298.7843
889	2298.31172
890	2297.662956
891	2297.46708
892	2297.15857
893	2296.882699
894	2296.354372
895	2296.130042
896	2295.860131
897	2295.579473
898	2295.371459
899	2294.99504
900	2294.653193
901	2294.361534
902	2293.906765
903	2293.714616
904	2293.481296
905	2293.176787
906	2292.821031
907	2292.586495
908	2292.163179
909	2291.924415
910	2291.752343
911	2291.280297
912	2291.100672
913	2290.886287
914	2290.702862
915	2290.43252
916	2290.152942
917	2289.67023
918	2289.175484
919	2288.773226
920	2288.439293
921	2288.015961
922	2287.871779
923	2287.277544
924	2287.067385
925	2286.827764
926	2286.506942
927	2286.330864
928	2286.02443
929	2285.678381
930	2285.105637
931	2284.850234
932	2284.551001
933	2284.13095
934	2283.886648
935	2283.618176
936	2283.342429
937	2283.055624
938	2282.886598
939	2282.694844
940	2282.528001
941	2282.315563
942	2282.101812
943	2281.812609
944	2281.612485
945	2281.217707
946	2280.840815
947	2280.578431
948	2280.223209
949	2279.988958
950	2279.733926
951	2279.552911
952	2279.202729
953	2278.931627
954	2278.658738
955	2278.442377
956	2278.136755
957	2277.485341
958	2277.226049
959	2276.890886
960	2276.659451
961	2276.353078
962	2276.113248
963	2275.941539
964	2275.541606
965	2275.33862
966	2274.999059
967	2274.746981
968	2274.315589
969	2273.996743
970	2273.627619
971	2273.432199
972	2272.891464
973	2272.348409
974	2272.071748
975	2271.735703
976	2271.528793
977	2271.279671
978	2271.112471
979	2270.806372
980	2270.405984
981	2270.0226
982	2269.756655
983	2269.460065
984	2269.152315
985	2268.72285
986	2268.372076
987	2267.986803
988	2267.69072
989	2267.512304
990	2267.021867
991	2266.778581
992	2266.652103
993	2266.253059
994	2266.051804
995	2265.747644
996	2265.4983
997	2265.254261
998	2265.088412
999	2264.840228
1000	2264.520608
1001	2264.272825
1002	2263.981669
1003	2263.572549
1004	2263.359574
1005	2262.887694
1006	2262.665694
1007	2262.377657
1008	2262.018981
1009	2261.751051
1010	2261.557352
1011	2261.388474
1012	2261.116605
1013	2260.775826
1014	2260.552623
1015	2260.322827
1016	2260.097232
1017	2259.709667
1018	2259.500936
1019	2259.317275
1020	2259.048975
1021	2258.522093
1022	2258.277295
1023	2258.130621
1024	2257.968969
1025	2257.815666
1026	2257.477583
1027	2257.042196
1028	2256.769789
1029	2256.521582
1030	2256.22181
1031	2255.70435
1032	2255.520808
1033	2255.265694
1034	2255.078038
1035	2254.885685
1036	2254.646331
1037	2254.157147
1038	2253.819505
1039	2253.331223
1040	2253.04907
1041	2252.738591
1042	2252.555168
1043	2252.329954
1044	2252.170997
1045	2251.942098
1046	2251.698522
1047	2251.453571
1048	2251.143592
1049	2250.841756
1050	2250.545385
1051	2250.361781
1052	2250.134135
1053	2249.843148
1054	2249.672778
1055	2249.482159
1056	2249.079787
1057	2248.714547
1058	2248.485688
1059	2248.045104
1060	2247.689922
1061	2247.557665
1062	2246.972082
1063	2246.747205
1064	2246.525298
1065	2246.286675
1066	2246.058162
1067	2245.851192
1068	2245.71564
1069	2245.540478
1070	2245.355722
1071	2245.124334
1072	2244.905605
1073	2244.725239
1074	2244.553007
1075	2244.206199
1076	2243.921648
1077	2243.509874
1078	2243.331712
1079	2243.039929
1080	2242.844609
1081	2242.654293
1082	2242.443858
1083	2242.249754
1084	2242.100301
1085	2241.976199
1086	2241.6045
1087	2241.371076
1088	2241.172963
1089	2240.845578
1090	2240.548908
1091	2240.276085
1092	2240.003031
1093	2239.823258
1094	2239.603413
1095	2239.403815
1096	2239.189731
1097	2239.011777
1098	2238.827167
1099	2238.611804
1100	2238.453196
1101	2238.236188
1102	2238.03242
1103	2237.846389
1104	2237.48196
1105	2237.216722
1106	2236.747558
1107	2236.520153
1108	2236.241862
1109	2236.06798
1110	2235.895081
1111	2235.711564
1112	2235.545016
1113	2235.292829
1114	2235.103691
1115	2234.830479
1116	2234.625374
1117	2234.42803
1118	2234.141665
1119	2233.982
1120	2233.741631
1121	2233.523926
1122	2233.367905
1123	2233.224312
1124	2232.864168
1125	2232.563225
1126	2232.316855
1127	2232.116962
1128	2231.839271
1129	2231.477753
1130	2231.286344
1131	2231.048385
1132	2230.838361
1133	2230.6346
1134	2230.356306
1135	2230.078439
1136	2229.886996
1137	2229.675638
1138	2229.376247
1139	2229.197995
1140	2228.996241
1141	2228.818907
1142	2228.578797
1143	2228.36924
1144	2228.169731
1145	2227.956753
1146	2227.821308
1147	2227.253466
1148	2227.106588
1149	2226.884977
1150	2226.609419
1151	2226.104095
1152	2225.912413
1153	2225.698541
1154	2225.496271
1155	2225.12247
1156	2224.866273
1157	2224.738801
1158	2224.552118
1159	2224.421786
1160	2224.081526
1161	2223.837984
1162	2223.554422
1163	2223.306631
1164	2223.016499
1165	2222.838552
1166	2222.662341
1167	2222.486042
1168	2222.296096
1169	2222.073415
1170	2221.561066
1171	2221.439824
1172	2220.989766
1173	2220.704369
1174	2220.537474
1175	2220.328655
1176	2220.121712
1177	2219.964829
1178	2219.804404
1179	2219.603744
1180	2219.408257
1181	2219.14685
1182	2218.856403
1183	2218.63702
1184	2218.540217
1185	2218.387762
1186	2218.222978
1187	2217.951219
1188	2217.680609
1189	2217.433565
1190	2217.232652
1191	2217.028531
1192	2216.837556
1193	2216.693741
1194	2216.332371
1195	2216.031492
1196	2215.904352
1197	2215.70982
1198	2215.466378
1199	2215.26587
1200	2215.029852
1201	2214.853559
1202	2214.525164
1203	2214.306389
1204	2214.080951
1205	2213.92579
1206	2213.745448
1207	2213.591164
1208	2213.357449
1209	2212.965939
1210	2212.784687
1211	2212.609102
1212	2212.438611
1213	2212.282035
1214	2212.029257
1215	2211.791761
1216	2211.618681
1217	2211.354332
1218	2210.97797
1219	2210.727705
1220	2210.445217
1221	2210.261256
1222	2210.146727
1223	2209.977067
1224	2209.796968
1225	2209.55532
1226	2209.426371
1227	2209.219868
1228	2209.046547
1229	2208.838939
1230	2208.65477
1231	2208.463296
1232	2208.270265
1233	2208.177952
1234	2207.97199
1235	2207.798048
1236	2207.422871
1237	2207.122839
1238	2206.908838
1239	2206.742027
1240	2206.62783
1241	2206.524404
1242	2206.224327
1243	2205.965509
1244	2205.63027
1245	2205.430809
1246	2205.221559
1247	2205.157908
1248	2204.90551
1249	2204.55869
1250	2204.296754
1251	2203.69348
1252	2203.517792
1253	2203.347188
1254	2203.058127
1255	2202.900394
1256	2202.750041
1257	2202.495037
1258	2202.273729
1259	2201.930462
1260	2201.785517
1261	2201.490848
1262	2201.248028
1263	2201.146602
1264	2200.932245
1265	2200.738994
1266	2200.338749
1267	2200.276461
1268	2200.126252
1269	2199.951142
1270	2199.755028
1271	2199.529475
1272	2199.38731
1273	2199.26042
1274	2199.153195
1275	2198.919275
1276	2198.589053
1277	2198.439131
1278	2198.183059
1279	2198.123126
1280	2198.034467
1281	2197.913871
1282	2197.616927
1283	2197.253358
1284	2197.034545
1285	2196.855532
1286	2196.678533
1287	2196.110423
1288	2195.881295
1289	2195.748887
1290	2195.596275
1291	2195.335543
1292	2194.862261
1293	2194.55192
1294	2194.446026
1295	2194.34355
1296	2194.17997
1297	2194.042065
1298	2193.599025
1299	2193.286924
1300	2193.142344
1301	2192.956466
1302	2192.852965
1303	2192.716847
1304	2192.203524
1305	2192.132231
1306	2192.007346
1307	2191.757431
1308	2191.649618
1309	2191.495537
1310	2191.430178
1311	2191.324096
1312	2191.100931
1313	2190.849628
1314	2190.637559
1315	2190.490275
1316	2190.354879
1317	2190.138915
1318	2189.804136
1319	2189.630628
1320	2189.442811
1321	2189.279505
1322	2189.099785
1323	2188.924767
1324	2188.765836
1325	2188.399346
1326	2187.978843
1327	2187.878586
1328	2187.783187
1329	2187.605816
1330	2187.45586
1331	2187.303706
1332	2187.096948
1333	2186.988403
1334	2186.814269
1335	2186.423009
1336	2186.248998
1337	2186.106046
1338	2185.969487
1339	2185.813333
1340	2185.636581
1341	2185.308851
1342	2185.257987
1343	2185.115831
1344	2185.052707
1345	2184.904165
1346	2184.820634
1347	2184.484726
1348	2184.327733
1349	2184.205638
1350	2184.066833
1351	2184.011664
1352	2183.747525
1353	2183.602503
1354	2183.248002
1355	2183.012019
1356	2182.870488
1357	2182.586794
1358	2182.473018
1359	2182.282662
1360	2182.021872
1361	2181.84351
1362	2181.578583
1363	2181.411865
1364	2181.295715
1365	2180.960827
1366	2180.837602
1367	2180.622959
1368	2180.465096
1369	2180.227099
1370	2180.093618
1371	2179.858933
1372	2179.698224
1373	2179.433558
1374	2179.27903
1375	2179.04315
1376	2178.900653
1377	2178.652772
1378	2178.572576
1379	2178.497045
1380	2178.382283
1381	2178.228147
1382	2178.025059
1383	2177.885771
1384	2177.688765
1385	2177.517297
1386	2177.375953
1387	2177.208308
1388	2176.954588
1389	2176.734461
1390	2176.563632
1391	2176.114688
1392	2175.879223
1393	2175.674821
1394	2175.560902
1395	2175.491713
1396	2175.302015
1397	2175.191162
1398	2175.031219
1399	2174.773869
1400	2174.560415
1401	2174.399074
1402	2174.200513
1403	2174.036195
1404	2173.896732
1405	2173.700169
1406	2173.433428
1407	2173.290527
1408	2173.074263
1409	2172.86033
1410	2172.755821
1411	2172.564642
1412	2172.306136
1413	2171.925749
1414	2171.760235
1415	2171.528455
1416	2171.151961
1417	2170.928663
1418	2170.744506
1419	2170.383779
1420	2170.264329
1421	2170.030428
1422	2169.829217
1423	2169.504939
1424	2169.422492
1425	2169.255132
1426	2169.022184
1427	2168.866897
1428	2168.737088
1429	2168.524822
1430	2168.389162
1431	2168.190048
1432	2167.872554
1433	2167.795388
1434	2167.648662
1435	2167.386548
1436	2167.149147
1437	2167.005227
1438	2166.887537
1439	2166.750529
1440	2166.631451
1441	2166.55633
1442	2166.144054
1443	2166.024614
1444	2165.799761
1445	2165.588526
1446	2165.521771
1447	2165.410424
1448	2165.049961
1449	2164.889005
1450	2164.762289
1451	2164.555299
1452	2164.506148
1453	2164.437665
1454	2164.257318
1455	2164.026233
1456	2163.811843
1457	2163.710665
1458	2163.485636
1459	2163.206769
1460	2163.079327
1461	2162.905818
1462	2162.776411
1463	2162.654482
1464	2162.533821
1465	2162.351562
1466	2162.150476
1467	2162.043074
1468	2161.874268
1469	2161.609854
1470	2161.33313
1471	2161.100657
1472	2160.865833
1473	2160.644185
1474	2160.53481
1475	2160.458887
1476	2160.338704
1477	2160.149495
1478	2160.088078
1479	2159.903345
1480	2159.506234
1481	2159.412793
1482	2159.185937
1483	2159.072625
1484	2158.760853
1485	2158.682333
1486	2158.479212
1487	2158.243037
1488	2158.105426
1489	2157.927142
1490	2157.732142
1491	2157.450922
1492	2157.332335
1493	2157.150042
1494	2157.043264
1495	2156.740615
1496	2156.562677
1497	2156.463134
1498	2156.274853
1499	2156.056427
